date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,goals_scored,goals_conceded,opponent,home_advantage,avg_goals_scored_5,avg_goals_conceded_5,goal_difference_5,home_advantage_5,adjusted_goal_difference_5,fifa_rank_morocco,fifa_rank_opponent,ranking_difference,competition_type,opponent_strength_level,result,goal_difference,result_numeric,wins_last5,form_score,attack_index,defense_index
1958-04-03,Morocco,Libya,3.0,1.0,Friendly,Casablanca,Morocco,False,3.0,1.0,Libya,1,,,,,,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,,,,
1960-01-01,Morocco,Yugoslavia,0.0,5.0,Friendly,Casablanca,Morocco,False,0.0,5.0,Yugoslavia,1,,,,,,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-5.0,0,,,,
1960-10-30,Morocco,Tunisia,2.0,1.0,FIFA World Cup qualification,Casablanca,Morocco,False,2.0,1.0,Tunisia,1,,,,,,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,,,,
1960-11-13,Tunisia,Morocco,2.0,1.0,FIFA World Cup qualification,Tunis,Tunisia,False,1.0,2.0,Tunisia,0,,,,,,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,,,,
1960-12-11,Morocco,German DR,2.0,3.0,Friendly,Casablanca,Morocco,False,2.0,3.0,German DR,1,,,,,,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,,,,
1961-01-22,Morocco,Tunisia,1.0,1.0,FIFA World Cup qualification,Palermo,Italy,True,1.0,1.0,Tunisia,1,1.6,2.4,-0.7999999999999998,0.8,-0.8639999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.6,2.4
1961-04-02,Ghana,Morocco,0.0,0.0,FIFA World Cup qualification,Accra,Ghana,False,0.0,0.0,Ghana,0,1.2,2.4,-1.2,0.8,-1.296,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,1.0,0.2,1.2,2.4
1961-05-28,Morocco,Ghana,1.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,1.0,0.0,Ghana,1,1.2,1.4,-0.1999999999999999,0.6,-0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,1.0,0.2,1.2,1.4
1961-06-18,Yugoslavia,Morocco,3.0,2.0,Friendly,Belgrade,Yugoslavia,False,2.0,3.0,Yugoslavia,0,1.0,1.2,-0.1999999999999999,0.6,-0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,1.0,0.2,1.0,1.2
1961-06-21,German DR,Morocco,1.0,2.0,Friendly,Erfurt,German DR,False,2.0,1.0,German DR,0,1.2,1.4,-0.1999999999999999,0.6,-0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,1.0,0.2,1.2,1.4
1961-11-12,Morocco,Spain,0.0,1.0,FIFA World Cup qualification,Casablanca,Morocco,False,0.0,1.0,Spain,1,1.2,1.0,0.1999999999999999,0.4,0.2079999999999999,1736.57,1877.18,-140.61000000000013,Friendly,strong,Loss,-1.0,0,2.0,0.4,1.2,1.0
1961-11-23,Spain,Morocco,3.0,2.0,FIFA World Cup qualification,Madrid,Spain,False,2.0,3.0,Spain,0,1.0,1.0,0.0,0.4,0.0,1736.57,1877.18,-140.61000000000013,Friendly,strong,Loss,-1.0,0,2.0,0.4,1.0,1.0
1961-12-10,Morocco,German DR,2.0,0.0,Friendly,Casablanca,Morocco,False,2.0,0.0,German DR,1,1.4,1.6,-0.2000000000000001,0.4,-0.2080000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,2.0,0.4,1.4,1.6
1962-04-15,Morocco,Poland,1.0,3.0,Friendly,Casablanca,Morocco,False,1.0,3.0,Poland,1,1.6,1.6,0.0,0.4,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-2.0,0,2.0,0.4,1.6,1.6
1962-09-30,Romania,Morocco,4.0,0.0,Friendly,Bucharest,Romania,False,0.0,4.0,Romania,0,1.4,1.6,-0.2000000000000001,0.6,-0.2120000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-4.0,0,2.0,0.4,1.4,1.6
1962-10-11,Poland,Morocco,1.0,1.0,Friendly,Warsaw,Poland,False,1.0,1.0,Poland,0,1.0,2.2,-1.2000000000000002,0.6,-1.2720000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,1.0,0.2,1.0,2.2
1962-12-23,Morocco,Romania,3.0,1.0,Friendly,Casablanca,Morocco,False,3.0,1.0,Romania,1,1.2,2.2,-1.0000000000000002,0.4,-1.0400000000000005,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,1.0,0.2,1.2,2.2
1963-01-13,Morocco,Switzerland,1.0,0.0,Friendly,Casablanca,Morocco,False,1.0,0.0,Switzerland,1,1.4,1.8,-0.4000000000000001,0.6,-0.4240000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,2.0,0.4,1.4,1.8
1963-06-16,Tunisia,Morocco,4.0,1.0,African Cup of Nations qualification,Tunis,Tunisia,False,1.0,4.0,Tunisia,0,1.2,1.8,-0.6000000000000001,0.6,-0.6360000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-3.0,0,2.0,0.4,1.2,1.8
1963-07-02,Morocco,Tunisia,4.0,2.0,African Cup of Nations qualification,Casablanca,Morocco,False,4.0,2.0,Tunisia,1,1.2,2.0,-0.8,0.4,-0.8320000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,2.0,0.4,1.2,2.0
1963-12-01,Morocco,Russia,1.0,1.0,Friendly,Casablanca,Morocco,False,1.0,1.0,Russia,1,2.0,1.6,0.3999999999999999,0.6,0.4239999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,2.0,1.6
1963-12-29,Morocco,Germany,1.0,4.0,Friendly,Casablanca,Morocco,False,1.0,4.0,Germany,1,2.0,1.6,0.3999999999999999,0.8,0.4319999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-3.0,0,3.0,0.6,2.0,1.6
1965-02-28,Tunisia,Morocco,0.0,0.0,Friendly,Tunis,Tunisia,False,0.0,0.0,Tunisia,0,1.6,2.2,-0.6000000000000001,0.8,-0.6480000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.6,2.2
1965-03-12,Kuwait,Morocco,0.0,2.0,Friendly,Tripoli,Libya,True,2.0,0.0,Kuwait,0,1.4,2.2,-0.8000000000000003,0.6,-0.8480000000000003,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,1.0,0.2,1.4,2.2
1965-03-19,Libya,Morocco,1.0,0.0,Friendly,Tripoli,Libya,False,0.0,1.0,Libya,0,1.6,1.4,0.2000000000000001,0.6,0.2120000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,2.0,0.4,1.6,1.4
1965-05-02,Morocco,Tunisia,0.0,1.0,Friendly,Casablanca,Morocco,False,0.0,1.0,Tunisia,1,0.8,1.2,-0.3999999999999999,0.4,-0.4159999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,1.0,0.2,0.8,1.2
1965-10-31,Algeria,Morocco,0.0,0.0,Friendly,Algiers,Algeria,False,0.0,0.0,Algeria,0,0.6,1.2,-0.6,0.4,-0.624,1736.57,1560.91,175.65999999999985,Friendly,weak,Draw,0.0,0,1.0,0.2,0.6,1.2
1966-03-06,Morocco,Algeria,1.0,0.0,Friendly,Casablanca,Morocco,False,1.0,0.0,Algeria,1,0.4,0.4,0.0,0.2,0.0,1736.57,1560.91,175.65999999999985,Friendly,weak,Win,1.0,1,1.0,0.2,0.4,0.4
1966-03-11,Libya,Morocco,4.0,0.0,Friendly,Tripoli,Libya,False,0.0,4.0,Libya,0,0.6,0.4,0.1999999999999999,0.4,0.2079999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-4.0,0,2.0,0.4,0.6,0.4
1966-03-18,Iraq,Morocco,0.0,1.0,Friendly,Tripoli,Libya,True,1.0,0.0,Iraq,0,0.2,1.2,-1.0,0.4,-1.04,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,1.0,0.2,0.2,1.2
1966-03-19,Iraq,Morocco,1.0,2.0,Friendly,Tripoli,Libya,True,2.0,1.0,Iraq,0,0.4,1.0,-0.6,0.4,-0.624,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,2.0,0.4,0.4,1.0
1966-11-24,Algeria,Morocco,2.0,2.0,Friendly,Algiers,Algeria,False,2.0,2.0,Algeria,0,0.8,1.0,-0.1999999999999999,0.2,-0.2039999999999999,1736.57,1560.91,175.65999999999985,Friendly,weak,Draw,0.0,0,3.0,0.6,0.8,1.0
1967-02-22,Germany,Morocco,5.0,1.0,Friendly,Karlsruhe,Germany,False,1.0,5.0,Germany,0,1.2,1.4,-0.1999999999999999,0.2,-0.2039999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-4.0,0,3.0,0.6,1.2,1.4
1968-03-17,Morocco,Algeria,0.0,0.0,Friendly,Casablanca,Morocco,False,0.0,0.0,Algeria,1,1.2,2.4,-1.2,0.0,-1.2,1736.57,1560.91,175.65999999999985,Friendly,weak,Draw,0.0,0,2.0,0.4,1.2,2.4
1968-11-03,Morocco,Senegal,1.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,1.0,0.0,Senegal,1,1.2,1.6,-0.4000000000000001,0.2,-0.4080000000000001,1736.57,1706.83,29.74000000000001,Friendly,medium,Win,1.0,1,2.0,0.4,1.2,1.6
1969-01-05,Senegal,Morocco,2.0,1.0,FIFA World Cup qualification,Dakar,Senegal,False,1.0,2.0,Senegal,0,1.2,1.6,-0.4000000000000001,0.4,-0.4160000000000001,1736.57,1706.83,29.74000000000001,Friendly,medium,Loss,-1.0,0,2.0,0.4,1.2,1.6
1969-02-09,Morocco,Hungary,1.0,4.0,Friendly,Casablanca,Morocco,False,1.0,4.0,Hungary,1,1.0,1.8,-0.8,0.4,-0.8320000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-3.0,0,1.0,0.2,1.0,1.8
1969-02-13,Morocco,Senegal,2.0,0.0,FIFA World Cup qualification,Las Palmas,Spain,True,2.0,0.0,Senegal,1,0.8,2.2,-1.4,0.6,-1.4840000000000002,1736.57,1706.83,29.74000000000001,Friendly,medium,Win,2.0,1,1.0,0.2,0.8,2.2
1969-03-09,Algeria,Morocco,2.0,0.0,African Cup of Nations qualification,Algiers,Algeria,False,0.0,2.0,Algeria,0,1.0,1.2,-0.1999999999999999,0.8,-0.2159999999999999,1736.57,1560.91,175.65999999999985,Friendly,weak,Loss,-2.0,0,2.0,0.4,1.0,1.2
1969-03-22,Morocco,Algeria,2.0,0.0,African Cup of Nations qualification,Agadir,Morocco,False,2.0,0.0,Algeria,1,1.0,1.6,-0.6000000000000001,0.6,-0.6360000000000001,1736.57,1560.91,175.65999999999985,Friendly,weak,Win,2.0,1,2.0,0.4,1.0,1.6
1969-04-27,Tunisia,Morocco,0.0,0.0,FIFA World Cup qualification,Tunis,Tunisia,False,0.0,0.0,Tunisia,0,1.2,1.6,-0.4000000000000001,0.6,-0.4240000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.2,1.6
1969-05-18,Morocco,Tunisia,0.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,0.0,0.0,Tunisia,1,1.0,1.2,-0.1999999999999999,0.6,-0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.0,1.2
1969-06-13,Tunisia,Morocco,2.0,2.0,FIFA World Cup qualification,Marseille,France,True,2.0,2.0,Tunisia,0,0.8,0.4,0.4,0.6,0.424,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,0.8,0.4
1969-09-21,Morocco,Nigeria,2.0,1.0,FIFA World Cup qualification,Casablanca,Morocco,False,2.0,1.0,Nigeria,1,0.8,0.8,0.0,0.4,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,1.0,0.2,0.8,0.8
1969-10-10,Sudan,Morocco,0.0,0.0,FIFA World Cup qualification,Khartoum,Sudan,False,0.0,0.0,Sudan,0,1.2,0.6,0.6,0.6,0.636,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.2,0.6
1969-10-26,Morocco,Sudan,3.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,3.0,0.0,Sudan,1,0.8,0.6,0.2,0.4,0.208,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,1.0,0.2,0.8,0.6
1969-10-30,Algeria,Morocco,1.0,0.0,Friendly,Algiers,Algeria,False,0.0,1.0,Algeria,0,1.4,0.6,0.7999999999999999,0.6,0.848,1736.57,1560.91,175.65999999999985,Friendly,weak,Loss,-1.0,0,2.0,0.4,1.4,0.6
1969-11-08,Nigeria,Morocco,2.0,0.0,FIFA World Cup qualification,Ibadan,Nigeria,False,0.0,2.0,Nigeria,0,1.4,0.8,0.5999999999999999,0.4,0.6239999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-2.0,0,2.0,0.4,1.4,0.8
1969-11-09,Ivory Coast,Morocco,1.0,0.0,Friendly,Abidjan,Ivory Coast,False,0.0,1.0,Ivory Coast,0,1.0,0.8,0.1999999999999999,0.4,0.2079999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,2.0,0.4,1.0,0.8
1969-12-28,Morocco,Bulgaria,3.0,0.0,Friendly,Casablanca,Morocco,False,3.0,0.0,Bulgaria,1,0.6,0.8,-0.2,0.2,-0.204,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,1.0,0.2,0.6,0.8
1970-06-03,Germany,Morocco,2.0,1.0,FIFA World Cup,León,Mexico,True,1.0,2.0,Germany,0,1.2,0.8,0.3999999999999999,0.4,0.4159999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,2.0,0.4,1.2,0.8
1970-06-06,Morocco,Peru,0.0,3.0,FIFA World Cup,León,Mexico,True,0.0,3.0,Peru,1,0.8,1.2,-0.3999999999999999,0.2,-0.4079999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-3.0,0,1.0,0.2,0.8,1.2
1970-06-11,Bulgaria,Morocco,1.0,1.0,FIFA World Cup,León,Mexico,True,1.0,1.0,Bulgaria,0,0.8,1.6,-0.8,0.4,-0.8320000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,1.0,0.2,0.8,1.6
1970-12-10,Algeria,Morocco,3.0,1.0,African Cup of Nations qualification,Algiers,Algeria,False,1.0,3.0,Algeria,0,1.0,1.4,-0.3999999999999999,0.4,-0.4159999999999999,1736.57,1560.91,175.65999999999985,Friendly,weak,Loss,-2.0,0,1.0,0.2,1.0,1.4
1970-12-27,Morocco,Algeria,3.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False,3.0,0.0,Algeria,1,1.2,1.8,-0.6000000000000001,0.4,-0.6240000000000001,1736.57,1560.91,175.65999999999985,Friendly,weak,Win,3.0,1,1.0,0.2,1.2,1.8
1971-10-13,Morocco,Egypt,3.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False,3.0,0.0,Egypt,1,1.2,1.8,-0.6000000000000001,0.4,-0.6240000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,1.0,0.2,1.2,1.8
1971-10-27,Egypt,Morocco,3.0,2.0,African Cup of Nations qualification,Cairo,Egypt,False,2.0,3.0,Egypt,0,1.6,1.4,0.2000000000000001,0.6,0.2120000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,2.0,0.4,1.6,1.4
1972-02-17,Senegal,Morocco,1.0,3.0,Friendly,Dakar,Senegal,False,3.0,1.0,Senegal,0,2.0,1.4,0.6000000000000001,0.4,0.6240000000000001,1736.57,1706.83,29.74000000000001,Friendly,medium,Win,2.0,1,2.0,0.4,2.0,1.4
1972-02-20,Nigeria,Morocco,3.0,0.0,Friendly,Lagos,Nigeria,False,0.0,3.0,Nigeria,0,2.4,1.4,1.0,0.4,1.04,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-3.0,0,3.0,0.6,2.4,1.4
1972-02-25,Congo,Morocco,1.0,1.0,African Cup of Nations,Douala,Cameroon,True,1.0,1.0,Congo,0,2.2,1.4,0.8000000000000003,0.4,0.8320000000000003,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,2.2,1.4
1972-02-27,Morocco,Sudan,1.0,1.0,African Cup of Nations,Douala,Cameroon,True,1.0,1.0,Sudan,1,1.8,1.6,0.1999999999999999,0.2,0.2039999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.8,1.6
1972-02-29,Morocco,DR Congo,1.0,1.0,African Cup of Nations,Douala,Cameroon,True,1.0,1.0,DR Congo,1,1.4,1.8,-0.4000000000000001,0.2,-0.4080000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,1.0,0.2,1.4,1.8
1972-11-19,Morocco,Senegal,0.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,0.0,0.0,Senegal,1,1.2,1.4,-0.1999999999999999,0.4,-0.2079999999999999,1736.57,1706.83,29.74000000000001,Friendly,medium,Draw,0.0,0,1.0,0.2,1.2,1.4
1972-12-03,Senegal,Morocco,1.0,2.0,FIFA World Cup qualification,Dakar,Senegal,False,2.0,1.0,Senegal,0,0.6,1.2,-0.6,0.6,-0.636,1736.57,1706.83,29.74000000000001,Friendly,medium,Win,1.0,1,0.0,0.0,0.6,1.2
1973-02-11,Guinea,Morocco,1.0,1.0,FIFA World Cup qualification,Conakry,Guinea,False,1.0,1.0,Guinea,0,1.0,0.8,0.1999999999999999,0.6,0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,1.0,0.2,1.0,0.8
1973-02-17,Morocco,Senegal,3.0,1.0,Friendly,Casablanca,Morocco,False,3.0,1.0,Senegal,1,1.0,0.8,0.1999999999999999,0.6,0.2119999999999999,1736.57,1706.83,29.74000000000001,Friendly,medium,Win,2.0,1,1.0,0.2,1.0,0.8
1973-02-25,Morocco,Guinea,2.0,0.0,FIFA World Cup qualification,Tétouan,Morocco,False,2.0,0.0,Guinea,1,1.4,0.8,0.5999999999999999,0.6,0.6359999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,2.0,0.4,1.4,0.8
1973-05-20,Ivory Coast,Morocco,1.0,1.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,1.0,1.0,Ivory Coast,0,1.6,0.6,1.0,0.6,1.06,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,1.6,0.6
1973-06-03,Morocco,Ivory Coast,4.0,1.0,FIFA World Cup qualification,Tétouan,Morocco,False,4.0,1.0,Ivory Coast,1,1.8,0.8,1.0,0.4,1.04,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,3.0,0.6,1.8,0.8
1973-10-21,Zambia,Morocco,4.0,0.0,FIFA World Cup qualification,Lusaka,Zambia,False,0.0,4.0,Zambia,0,2.2,0.8,1.4,0.6,1.4840000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-4.0,0,3.0,0.6,2.2,0.8
1973-10-31,Algeria,Morocco,2.0,0.0,Friendly,Algiers,Algeria,False,0.0,2.0,Algeria,0,2.0,1.4,0.6000000000000001,0.6,0.6360000000000001,1736.57,1560.91,175.65999999999985,Friendly,weak,Loss,-2.0,0,3.0,0.6,2.0,1.4
1973-11-25,Morocco,Zambia,2.0,0.0,FIFA World Cup qualification,Tétouan,Morocco,False,2.0,0.0,Zambia,1,1.4,1.6,-0.2000000000000001,0.4,-0.2080000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,2.0,0.4,1.4,1.6
1973-12-09,DR Congo,Morocco,3.0,0.0,FIFA World Cup qualification,Kinshasa,Zaïre,False,0.0,3.0,DR Congo,0,1.4,1.6,-0.2000000000000001,0.4,-0.2080000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-3.0,0,2.0,0.4,1.4,1.6
1974-02-22,Iraq,Morocco,0.0,0.0,Friendly,Baghdad,Iraq,False,0.0,0.0,Iraq,0,1.2,2.0,-0.8,0.4,-0.8320000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.2,2.0
1974-02-24,Iraq,Morocco,0.0,0.0,Friendly,Baghdad,Iraq,False,0.0,0.0,Iraq,0,0.4,1.8,-1.4,0.2,-1.428,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,1.0,0.2,0.4,1.8
1974-02-25,Kuwait,Morocco,0.0,2.0,Friendly,Kuwait City,Kuwait,False,2.0,0.0,Kuwait,0,0.4,1.0,-0.6,0.2,-0.612,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,1.0,0.2,0.4,1.0
1974-02-27,Qatar,Morocco,0.0,1.0,Friendly,Doha,Qatar,False,1.0,0.0,Qatar,0,0.8,0.6,0.2,0.2,0.204,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,2.0,0.4,0.8,0.6
1974-03-01,Bahrain,Morocco,0.0,1.0,Friendly,Manama,Bahrain,False,1.0,0.0,Bahrain,0,0.6,0.6,0.0,0.0,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,2.0,0.4,0.6,0.6
1974-03-06,Saudi Arabia,Morocco,0.0,0.0,Friendly,Riyadh,Saudi Arabia,False,0.0,0.0,Saudi Arabia,0,0.8,0.0,0.8,0.0,0.8,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,0.8,0.0
1974-04-07,Morocco,Algeria,2.0,0.0,Friendly,Casablanca,Morocco,False,2.0,0.0,Algeria,1,0.8,0.0,0.8,0.0,0.8,1736.57,1560.91,175.65999999999985,Friendly,weak,Win,2.0,1,3.0,0.6,0.8,0.0
1974-10-01,Morocco,Tunisia,3.0,1.0,Kuneitra Cup,Damascus,Syria,True,3.0,1.0,Tunisia,1,1.2,0.0,1.2,0.2,1.224,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,4.0,0.8,1.2,0.0
1974-10-07,Morocco,Sudan,2.0,0.0,Kuneitra Cup,Damascus,Syria,True,2.0,0.0,Sudan,1,1.4,0.2,1.2,0.4,1.248,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,4.0,0.8,1.4,0.2
1974-10-09,Syria,Morocco,1.0,1.0,Kuneitra Cup,Damascus,Syria,False,1.0,1.0,Syria,0,1.6,0.2,1.4,0.6,1.4840000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,1.6,0.2
1974-10-31,Algeria,Morocco,0.0,0.0,Friendly,Algiers,Algeria,False,0.0,0.0,Algeria,0,1.6,0.4,1.2000000000000002,0.6,1.2720000000000002,1736.57,1560.91,175.65999999999985,Friendly,weak,Draw,0.0,0,3.0,0.6,1.6,0.4
1974-11-24,Morocco,Gambia,3.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,3.0,0.0,Gambia,1,1.6,0.4,1.2000000000000002,0.6,1.2720000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,3.0,0.6,1.6,0.4
1974-12-07,Gambia,Morocco,0.0,3.0,African Cup of Nations qualification,Banjul,Gambia,False,3.0,0.0,Gambia,0,1.8,0.4,1.4,0.6,1.484,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,3.0,0.6,1.8,0.4
1975-03-02,Morocco,Tunisia,0.0,0.0,Friendly,Casablanca,Morocco,False,0.0,0.0,Tunisia,1,1.8,0.2,1.6,0.4,1.664,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,1.8,0.2
1975-03-22,Morocco,Senegal,4.0,0.0,African Cup of Nations qualification,Fez,Morocco,False,4.0,0.0,Senegal,1,1.4,0.2,1.2,0.4,1.248,1736.57,1706.83,29.74000000000001,Friendly,medium,Win,4.0,1,2.0,0.4,1.4,0.2
1975-03-22,Senegal,Morocco,2.0,1.0,African Cup of Nations qualification,Kaolack,Senegal,False,1.0,2.0,Senegal,0,2.0,0.0,2.0,0.6,2.12,1736.57,1706.83,29.74000000000001,Friendly,medium,Loss,-1.0,0,3.0,0.6,2.0,0.0
1975-06-29,Ghana,Morocco,2.0,0.0,African Cup of Nations qualification,Accra,Ghana,False,0.0,2.0,Ghana,0,2.2,0.4,1.8000000000000005,0.6,1.9080000000000004,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-2.0,0,3.0,0.6,2.2,0.4
1975-07-13,Morocco,Ghana,2.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False,2.0,0.0,Ghana,1,1.6,0.8,0.8,0.4,0.8320000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,2.0,0.4,1.6,0.8
1976-02-20,Saudi Arabia,Morocco,0.0,2.0,Friendly,Riyadh,Saudi Arabia,False,2.0,0.0,Saudi Arabia,0,1.4,0.8,0.5999999999999999,0.6,0.6359999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,2.0,0.4,1.4,0.8
1976-03-01,Morocco,Sudan,2.0,2.0,African Cup of Nations,Dire Dawa,Ethiopia,True,2.0,2.0,Sudan,1,1.8,0.8,1.0,0.4,1.04,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,1.8,0.8
1976-03-04,Morocco,DR Congo,1.0,0.0,African Cup of Nations,Dire Dawa,Ethiopia,True,1.0,0.0,DR Congo,1,1.4,1.2,0.1999999999999999,0.4,0.2079999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,2.0,0.4,1.4,1.2
1976-03-06,Morocco,Nigeria,3.0,1.0,African Cup of Nations,Dire Dawa,Ethiopia,True,3.0,1.0,Nigeria,1,1.4,0.8,0.5999999999999999,0.6,0.6359999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,3.0,0.6,1.4,0.8
1976-03-09,Egypt,Morocco,1.0,2.0,African Cup of Nations,Addis Ababa,Ethiopia,True,2.0,1.0,Egypt,0,2.0,0.6,1.4,0.8,1.512,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,2.0,0.6
1976-03-11,Morocco,Nigeria,2.0,1.0,African Cup of Nations,Addis Ababa,Ethiopia,True,2.0,1.0,Nigeria,1,2.0,0.8,1.2,0.6,1.272,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,2.0,0.8
1976-03-14,Guinea,Morocco,1.0,1.0,African Cup of Nations,Addis Ababa,Ethiopia,True,1.0,1.0,Guinea,0,2.0,1.0,1.0,0.8,1.08,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,2.0,1.0
1976-09-12,Saudi Arabia,Morocco,0.0,2.0,Friendly,Riyadh,Saudi Arabia,False,2.0,0.0,Saudi Arabia,0,1.8,0.8,1.0,0.6,1.06,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,4.0,0.8,1.8,0.8
